folder,id,form,original_form,speaker_id,start,end,note
SDRW2100001770,SDRW2100001770.1.1.151,니삭스를 살 거야.,니삭스를 살 거야.,SD2101701,430.34,431.92,
SDRW2100001770,SDRW2100001770.1.1.216,가방도 사고 싶고 니트도 사고 싶고,가방도 사고 싶고 니트도 사고 싶고,SD2101702,642.92,646.095,
SDRW2100001773,SDRW2100001773.1.1.239,그 뭐 니가 원하는 너는 결혼식을 많이 봤으니까.,그 뭐 니가 원하는 너는 결혼식을 많이 봤으니까.,SD2101703,664.5882,668.93656,
SDRW2100001777,SDRW2100001777.1.1.165,일단 차라리 니가 남아서 밖에 뭐 공부를 아침에 뭐 일어나서,일단 차라리 네가 남아서 밖에 뭐 공부를 아침에 뭐 일어나서,SD2101706,662.05902,666.27707,
SDRW2100001777,SDRW2100001777.1.1.184,그 뭐 뉴스 같은 것도 많이 보고 아무래도 이제 취직 쪽을,그~ 뭐 뉴스 같은 것도 많이 보고 아무래도 이제 취직 쪽을,SD2101705,760.06898,764.03898,
SDRW2100001783,SDRW2100001783.1.1.247,그 집 안에 있는 사람이 나올 때까지 기다렸다가 뭔가 범죄를 저질른 저지른다든가 하는 뉴스를 굉장히 많이 봤거든,그 집 안에 있는 사람이 나올 때까지 기다렸다가 뭔가 범죄를 저질른 저지른다던가 하는 뉴스를 굉장히 많이 봤거든,SD2101911,865.55,873.03,
SDRW2100001787,SDRW2100001787.1.1.186,그런 뉴스가 있었구나 나는 그,그런 뉴스가 있었구나 나는 그,SD2101709,484.23899,487.63901,
SDRW2100001798,SDRW2100001798.1.1.170,인제 그러니까 만약 가짜 뉴스라든가,인제 그러니까 만약 가짜 뉴스라던가,SD2101865,487.029,490.80407,
SDRW2100001803,SDRW2100001803.1.1.33,그 뉴질랜드에서 고등학교 2학년 때 와서 저거 어떻게,그 뉴질랜드에서 고등학교 이 학년 때 와서 저거 어떻게,SD2101878,155.76,160.26001,
SDRW2100001803,SDRW2100001803.1.1.73,그 뉴스에서 보니까 박신양이가 미술 공부한다고 어디 대학 시험 봤다 그러더라고 대학원 입학하는 시험인가,그 뉴스에서 보니까 박신양이가 미술 공부한다고 어디 대학 시험 봤다 그러더라고 대학원 입학하는 시험인가,SD2101878,335.98,342.99901,
SDRW2100001803,SDRW2100001803.1.1.92,뉴질랜드에 있을 때도,뉴질랜드에 있을 때두,SD2101877,427.89901,429.55901,
SDRW2100001803,SDRW2100001803.1.1.94,왜 그럴까 항시 그것이 이상했어 그래도 뭐 뉴질랜드 생활하는 데 하나 불편할 거 없잖아 다,왜 그럴까 항시 그게 이상했어 그래두 뭐 뉴질랜드 생활하는 데 하나 불편할 거 없잖아 다,SD2101877,434.60899,440.959,
SDRW2100001827,SDRW2100001827.1.1.207,오늘도 뭐 뉴스 나오는 거 같더라.,오늘도 뭐 뉴스 나오는 거 같더라.,SD2101877,524.98,527.249,
SDRW2100001833,SDRW2100001833.1.1.21,에이케이 굳이 갈 필요가 있을까 뉴코아 나중에 가기로 했잖아,에이케이 굳이 갈 필요가 있을까 뉴코아 나중에 가기로 했잖아,SD2101734,29.25,31.88,
SDRW2100001833,SDRW2100001833.1.1.136,니 악세사리 살래 뭐,니 악세사리 살래 뭐,SD2101734,234.99999,236.4,
SDRW2100001833,SDRW2100001833.1.1.173,니케이 살 거야?,니케이 살 거야?,SD2101734,301.189,302.37899,
SDRW2100001833,SDRW2100001833.1.1.245,어차피 뉴코아 갈거잖아,어차피 뉴코아 갈거잖아,SD2101734,416.67,417.909,
SDRW2100001833,SDRW2100001833.1.1.382,뉴코아에서 지갑을 사면 내가 봤을 때는,뉴코아에서 지갑을 사면 내가 봤을 때는,SD2101733,640.209,642.94901,
SDRW2100001834,SDRW2100001834.1.1.1,나는 요즘 뉴스를,나는 요즘 뉴스를,SD2101877,0.89,3.249,
SDRW2100001834,SDRW2100001834.1.1.5,이 공중파 방송 삼 개사 뭐 이런 거 전혀 드라마든 뉴스든 모든,이 공중파 방송 삼 개사 뭐 이런 거 전혀 드라마든 뉴스든 모든,SD2101877,17.54,25.76,
SDRW2100001834,SDRW2100001834.1.1.19,가짜 뉴스도 많이 만들고 그래서,가짜 뉴스도 많이 만들고 그래서,SD2101878,74.13,77.102,
SDRW2100001834,SDRW2100001834.1.1.27,그런 데서 보면 어 저건 아닌데 하는 생각이 드는 뉴스들이 있더라고 또 소식도 있고,그런 데서 보면 어 저건 아닌데 하는 생각이 드는 뉴스들이 있더라고 또 소식도 있고,SD2101877,106.49,112.91,
SDRW2100001834,SDRW2100001834.1.1.28,그게 바로 가짜 뉴스인 거 같은데 넌 가짜 뉴스에 대해서 어떻게 생각해?,그게 바로 가짜 뉴스인 거 같은데 넌 가짜 뉴스에 대해서 어떻게 생각해?,SD2101877,113.16,118.0,
SDRW2100001834,SDRW2100001834.1.1.50,발생되는 게 그 가짜 뉴스에 대한 거에 대해서 제재가 있어야 되지 않겠느냐,발생되는 게 그 가짜 뉴스에 대한 거에 대해서 제재가 있어야 되지 않겠느냐,SD2101877,189.90999,196.82001,
SDRW2100001834,SDRW2100001834.1.1.55,그냥 뭐 그런 뉴스던 저런 뉴스던 하는 거는 괜찮은데,그냥 뭐 그런 뉴스던 저런 뉴스던 하는 거는 괜찮은데,SD2101878,210.24628,215.08,
SDRW2100001834,SDRW2100001834.1.1.56,근데 받아들이는 사람이 너무 푹 빠져서 가짜 뉴스에 심취돼서 그게 진짜인 양 생각하고 그러는 건 문제가 있지만,근데 받아들이는 사람이 너무 푹 빠져서 가짜 뉴스에 심취돼서 그게 진짜인 양 생각하고 그러는 건 문제가 있지만,SD2101878,215.5,223.14015,
SDRW2100001834,SDRW2100001834.1.1.95,가짜 뉴스가 어느 정도까지 하고 그래야 될 텐데,가짜 뉴스가 어느 정도까지 하고 그래야 될 텐데,SD2101878,374.09901,377.479,
SDRW2100001834,SDRW2100001834.1.1.110,그 틀에 박힌 뉴스의 뉴스만 접하고,그 틀에 박힌 뉴스의 뉴스만 접하고,SD2101878,427.53901,431.659,
SDRW2100001834,SDRW2100001834.1.1.112,그게 가짜 뉴스일 경우도 있지만,그게 가짜 뉴스일 경우도 있지만,SD2101878,435.7,438.66899,
SDRW2100001834,SDRW2100001834.1.1.150,근데 옛날 생각해 보면 정말 틀에 박힌 뉴스밖에 접할 일이 없었는데,근데 옛날 생각해 보면 정말 틀에 박힌 뉴스밖에 접할 일이 없었는데,SD2101878,571.71897,576.95898,
SDRW2100001834,SDRW2100001834.1.1.188,진짜 뉴스인 경우도 있어서,진짜 뉴스인 경우도 있어서,SD2101878,716.22899,718.57899,
SDRW2100001834,SDRW2100001834.1.1.194,그런 뉴스를 접하는 거는 나쁘지 않고,그런 뉴스를 접하는 거는 나쁘지 않고,SD2101878,731.85902,734.75097,
SDRW2100001834,SDRW2100001834.1.1.222,잘 몰라서 하는 가짜 뉴스는 어쩔 수 없겠지만 악의적인 보도 이런 거는 당연히,잘 몰라서 하는 가짜 뉴스는 어쩔 수 없겠지만 악의적인 보도 이런 거는 당연히,SD2101878,827.99,835.28899,
SDRW2100001834,SDRW2100001834.1.1.235,가짜 뉴스에 대한 가짜 뉴스나 오버에 대한 책임지는 사람들도 있는 거가 맞는 거 같아,가짜 뉴스에 대한 가짜 뉴스나 오버에 대한 책임지는 사람들도 있는 거가 맞는 거 같애,SD2101878,876.78,882.909,
SDRW2100001839,SDRW2100001839.1.1.161,이번 뉴캐슬전에서 또,이번 뉴캐슬전에서 또,SD2101735,457.539,460.009,
SDRW2100001839,SDRW2100001839.1.1.319,뉴캐슬에 자본이 좀 들어가다 보니까,뉴캐슬에 자본이 쫌 들어가다 보니까,SD2101735,902.66902,906.15897,
SDRW2100001839,SDRW2100001839.1.1.320,딱히 뉴캐슬을 떠날 이유는 없는 거 같아.,딱히 뉴캐슬을 떠날 이유는 없는 거 같애.,SD2101735,906.15897,908.80902,
SDRW2100001841,SDRW2100001841.1.1.104,네가 자꾸 그래서 니가,너가 자꾸 그래서 니가 {laughing},SD2101737,291.83896,294.73896,
SDRW2100001842,SDRW2100001842.1.1.141,니 아직 안 나왔는데 이렇게 말하면은 맨날 나왔다고 하고,니 아직 안 나왔는데 이렇게 말하면은 맨날 나왔다고 하고,SD2101738,399.50098,403.34901,
SDRW2100001843,SDRW2100001843.1.1.2,니트 사러 가기로 했잖아.,니트 사러 가기로 했잖아.,SD2101738,3.509,5.51,
SDRW2100001843,SDRW2100001843.1.1.10,언니 니트 살 거야?,언니 니트 살 거야?,SD2101738,23.16,24.64,
SDRW2100001843,SDRW2100001843.1.1.11,나 니트 사고 싶어 왜?,나 니트 사고 싶어 왜?,SD2101737,25.44,28.01,
SDRW2100001843,SDRW2100001843.1.1.12,아니 집에 언니 보면은 니트가 많은 거 같은데,아니 집에 언니 보면은 니트가 많은 거 같은데,SD2101738,28.99,32.994,
SDRW2100001843,SDRW2100001843.1.1.13,니트를 또 산다고 하니까 니트 말고 다른 것 좀 사자,니트를 또 산다고 하니까 니트 말고 다른 것 좀 사자,SD2101738,32.994,36.0707,
SDRW2100001843,SDRW2100001843.1.1.27,나 니트 살 거야.,나 니트 살 거야. {laughing},SD2101737,64.98,66.7,
SDRW2100001843,SDRW2100001843.1.1.63,니트 말고도 뭐 바지도 그렇고,니트 말고도 뭐 바지도 그렇고,SD2101738,159.12829,161.52999,
SDRW2100001856,SDRW2100001856.1.1.266,어 어젠가 뉴스에 나왔잖아 음식물 쓰레기통에 애를 버려 놓고서 못 나오게 벽돌로,-어- 어젠가 뉴스에 나왔잖아 음식물 쓰레기통에 애를 버려 놓고서 못 나오게 벽돌로,SD2101743,817.29797,822.69,
SDRW2100001861,SDRW2100001861.1.1.163,니까 우리는,니까 우리는,SD2101747,437.087,438.39,
SDRW2100001866,SDRW2100001866.1.1.161,미국에 가서 뉴욕 양키스라든지 이제,미국에 가서 뉴욕 양키스라든지 이제,SD2101749,546.039,549.01901,
SDRW2100001873,SDRW2100001873.1.1.10,니 올 수 있어?,니 올 수 있어?,SD2101753,20.79,22.12,
SDRW2100001873,SDRW2100001873.1.1.16,뭐 니 중학교 때 친구야 뭐,뭐 니 중학교 때 친구야 뭐,SD2101754,35.93,37.66,
SDRW2100001873,SDRW2100001873.1.1.49,니 모르는 애랑 같이 올 수 있어?,니 모르는 애랑 같이 올 수 있어?,SD2101753,122.49,124.69,
SDRW2100001894,SDRW2100001894.1.1.187,나는 보도를 봤었거든 뉴스 기사를,나는 보도를 봤었거든 뉴스 기사를,SD2101764,527.87297,530.439,
SDRW2100001894,SDRW2100001894.1.1.188,약간 이제 네이버 같은 데 뉴스에 올라오는 그런 것도 봤었고 그랬는데,약간 이제 네이버 같은 데 뉴스에 올라오는 그런 것도 봤었고 그랬는데,SD2101764,530.439,534.409,
SDRW2100001906,SDRW2100001906.1.1.36,뉴스 보니깐,뉴스 보니깐,SD2101769,78.632,80.08591,
SDRW2100001906,SDRW2100001906.1.1.44,요새 생각을 해 보면 뉴스를 킬 때마다,요새 생각을 해 보면 뉴스를 킬 때마다,SD2101769,96.77572,99.94772,
SDRW2100001906,SDRW2100001906.1.1.55,글자도 뉴 뉴스를 보고,글자도 -뉴- 뉴스를 보고,SD2101770,122.04,124.1,
SDRW2100001908,SDRW2100001908.1.1.320,뉴스 칼럼을 많이 보니까,뉴쓰 칼럼을 많이 보니까,SD2101769,779.92977,782.89098,
SDRW2100001911,SDRW2100001911.1.1.239,그 앙고라 니트 알지 하얀색?,그 앙고라 니트 알지 하얀색?,SD2101772,643.94838,646.15897,
SDRW2100001911,SDRW2100001911.1.1.318,어 무슨 뉴스가 뜬 거야 그 정도면 진짜 심각한 거 아니야?,어 무슨 뉴스가 뜬 거야 그 정도면 진짜 심각한 거 아니야?,SD2101771,867.811,871.79902,
SDRW2100001917,SDRW2100001917.1.1.227,역시 배우는 거니까 그 나라의 뉴스라든지 아니면 뭐 예능이라든지,((역시)) 배우는 거니까 그 나라의 뉴스라든지 아니면 뭐 예능이라든지,SD2101776,610.11898,614.26897,
SDRW2100001928,SDRW2100001928.1.1.1,요새 뉴스에도 정말 많이 나오더라고,요새 뉴스에도 정말 많이 나오더라고,SD2101779,0.95,4.25,
SDRW2100001930,SDRW2100001930.1.1.39,니 학과를 펼치는 게 어떨까 싶고,니 학과를 펼치는 게 어떨까 싶고,SD2101782,97.24,99.86,
SDRW2100001936,SDRW2100001936.1.1.50,뉴스에도 많이 났지만 대리 수술이라든지 의료 사고 이런 거에 있어서,뉴스에도 많이 났지만 대리 수술이라든지 의료 사고 이런 거에 있어서,SD2101783,153.11894,157.20368,
SDRW2100001936,SDRW2100001936.1.1.96,근데 그 얼마 전에 그 뉴스에도 나왔잖아요.,근데 그 얼마 전에 거 뉴스에도 나왔잖아요.,SD2101784,289.41901,291.77636,
SDRW2100001944,SDRW2100001944.1.1.66,뉴스에서 보지 못 했잖아 그래서,뉴스에서 보지 못 했잖아 그래서,SD2101788,175.54521,177.51,
SDRW2100001948,SDRW2100001948.1.1.180,멸종됐던 그런 생물들도 지금 다시 살아나 가지고 어떻게 다시 돌아온다 막 그런 뉴스도 많이 나오고,멸종됐던 그런 생물들도 지금 다시 살아나 가지고 어떻게 다시 돌아온다 막 그런 뉴스도 많이 나오고,SD2101789,535.3366,541.349,
SDRW2100001955,SDRW2100001955.1.1.270,요즘 뉴스를 떠들썩하게 했던 대장동 개발,요즘 뉴스를 떠들썩하게 했던 대장동 개발,SD2101793,765.65162,770.56901,
SDRW2100001955,SDRW2100001955.1.1.278,범죄일까라는 궁금증이 뉴스를 보면서 생겼거든.,범죄일까라는 궁금증이 뉴스를 보면서 생겼거든.,SD2101793,798.419,803.34899,
SDRW2100001962,SDRW2100001962.1.1.101,솔직히 기름이 들어가면 일단은 니글니글할 거 아니야,솔직히 기름이 들어가면 일단은 니글니글할 거 아니야,SD2101798,240.69256,243.7,
SDRW2100001974,SDRW2100001974.1.1.74,하다못해 뭐 교양 프로그램이나 뭐 뉴스도 시청자 게시판이라는 게 있으니까.,하다못해 뭐 교양 프로그램이나 뭐 뉴스도 시청자 게시판이라는 게 있으니까.,SD2101804,247.08999,252.14001,
SDRW2100001974,SDRW2100001974.1.1.243,뉴스인데,뉴스인데,SD2101803,777.17902,778.56899,
SDRW2100001975,SDRW2100001975.1.1.308,그렇지 않아도 최근에 그런 뉴스를 본 적이 있는데,그렇지 않아도 최근에 그런 뉴스를 본 적이 있는데,SD2101803,767.99901,770.92903,
SDRW2100001976,SDRW2100001976.1.1.10,그 뉴스 봤지?,그 뉴스 봤지?,SD2101804,23.39,24.66,
SDRW2100001976,SDRW2100001976.1.1.66,사실 주변에 인터넷 뉴스만 보더라도,사실 주변에 인터넷 뉴스만 보더라도,SD2101803,175.924,178.728,
SDRW2100001981,SDRW2100001981.1.1.68,해야 된다고 인제 이런 뉴스나 언론에서 보도가 많이 되는 거 같더라고,해야 된다고 인제 이런 뉴스나 언론에서 보도가 많이 되는 거 같더라고,SD2101808,238.89197,243.68,
SDRW2100001981,SDRW2100001981.1.1.220,뉴스에 나고 들었어 나도,((뉴스에 나고)) 들었어 나도,SD2101808,882.01898,884.81899,
SDRW2100001982,SDRW2100001982.1.1.163,그러니까 얼마 전에 그 뉴스에서 중국에 있는 김치 공장에서 이제,그까 얼마 전에 그~ 뉴스에서 중국에 있는 김치 공장에서 이제,SD2101808,527.83901,532.067,
SDRW2100001982,SDRW2100001982.1.1.168,그런 뉴스에도 나와 가지고 사람들이 그래서,그런 뉴스에도 나와 가지고 사람들이 그래서,SD2101808,539.87669,542.94592,
SDRW2100001986,SDRW2100001986.1.1.76,뉴욕은 당연히 가 보고 싶고,뉴욕은 당연히 가 보고 싶고,SD2101810,190.59,193.15,
SDRW2100001988,SDRW2100001988.1.1.57,얼마 전에도 뉴스에서,얼마 전에도 뉴스에서,SD2101810,160.85,163.14,
SDRW2100001993,SDRW2100001993.1.1.205,그게 뉴스거리 돼 가지고 나올 때는,그게 뉴스거리 돼 가지고 나올 때는,SD2101814,481.86453,484.569,
SDRW2100002002,SDRW2100002002.1.1.143,뉴욕만 가고 싶어.,(()) 뉴욕만 가고 싶어.,SD2101817,371.3396,372.779,
SDRW2100002002,SDRW2100002002.1.1.145,난 뉴욕은 별론데?,난 뉴욕은 {laughing} 별론데?,SD2101818,375.50901,377.26901,
SDRW2100002002,SDRW2100002002.1.1.167,그냥 뉴욕만 가 가지고 그 일대를,그냥 뉴욕만 가 가지고 그 일대를,SD2101817,431.2954,434.12899,
SDRW2100002006,SDRW2100002006.1.1.181,신빙성이 없다는 거지 가짜 뉴스,신빙성이 없다는 거지 가짜 뉴스,SD2101820,573.48903,576.70902,
SDRW2100002006,SDRW2100002006.1.1.184,그런 게 어려운 거지 아무래도 신문은 가짜 뉴스는 덜 하잖아.,그런 게 어려운 거지 아무래도 신문은 가짜 뉴스는 덜 하잖아.,SD2101820,582.57663,586.63903,
SDRW2100002010,SDRW2100002010.1.1.15,막 뉴욕 아 이런 데 한 번 가 보고 싶어.,막 뉴욕 아 이런 데 한 번 가 보고 싶어.,SD2101822,43.27,45.78,
SDRW2100002010,SDRW2100002010.1.1.16,뉴욕 가서 그러면은,뉴욕 가서 그러면은,SD2101821,47.36,48.82,
SDRW2100002010,SDRW2100002010.1.1.38,뉴욕이랑 거리가 먼 거 같긴 한데.,뉴욕이랑 거리가 먼 거 같긴 한데.,SD2101821,103.5,105.74,
SDRW2100002020,SDRW2100002020.1.1.353,니까 인터넷하고 스마트폰은,니까 인터넷하고 스마트폰은,SD2101825,855.1173,857.07,
SDRW2100002025,SDRW2100002025.1.1.85,되그런 거에 대해 관심이 없는데 막 뉴스에서까지 전 세계적으로 인기를 하니까,((되))그런 거에 대해 관심이 없는데 막 뉴스에서까지 전 세계적으로 인기를 하니까,SD2101830,306.58697,311.567,
SDRW2100002030,SDRW2100002030.1.1.333,센터장님이 뉴스를 틀어놔요.,쎈타장님이 뉴쓰를 틀어놔요.,SD2101831,845.61,847.72903,
SDRW2100002030,SDRW2100002030.1.1.334,뉴스 보고 그냥,뉴쓰 보고 그냥,SD2101831,848.37,851.15898,
SDRW2100002030,SDRW2100002030.1.1.335,운동복 개면서 뉴스 잠깐 보는 거 아침에는,운동복 개면서 뉴스 잠깐 보는 거 아침에는,SD2101831,851.15898,854.19899,
SDRW2100002034,SDRW2100002034.1.1.190,담배 그 니코틴 하는 수치가.,담배 그 니코틴 하는 수치가.,SD2101834,526.751,528.879,
SDRW2100002036,SDRW2100002036.1.1.94,뭐 근데 자기 요 최근에 뉴스 봤는지 모르겠는데,뭐 근데 자기 요 최근에 뉴스 봤는지 모르겠는데,SD2101834,326.35899,330.88501,
SDRW2100002038,SDRW2100002038.1.1.304,뉴스 같은 거 그런 거,뉴스 같은 거 그런 거,SD2101835,682.47,683.99718,
SDRW2100002038,SDRW2100002038.1.1.309,뉴스 보고,뉴스 보고,SD2101836,691.83901,693.539,
SDRW2100002045,SDRW2100002045.1.1.95,여기서 니 코인 가지고 할 수 있는 건 그거야 주식도 마찬가지 수도 있지만,여기서 니 코인 가지고 할 수 있는 건 그거야 주식도 마찬가지 수도 있지만,SD2101840,251.77999,256.08,
SDRW2100002048,SDRW2100002048.1.1.209,이 다들 이제 뉴스에서도 많이 나오는 얘기지만,이 다들 이제 뉴스에서도 많이 나오는 얘기지만,SD2101840,578.31898,582.19901,
SDRW2100002052,SDRW2100002052.1.1.152,니 체르노빌도 실제로 폭발이 일어난 부분이고,니 체르노빌도 실제로 폭팔이 일어난 부분이고,SD2101842,528.92,532.089,
SDRW2100002055,SDRW2100002055.1.1.28,요새는 뭐 뉴스 보고 하니까,요새는 뭐 뉴스 보고 하니까,SD2101844,108.91372,111.99,
SDRW2100002056,SDRW2100002056.1.1.1,요새 뉴스에서,요새 뉴스에서,SD2101844,0.41,2.259,
SDRW2100002056,SDRW2100002056.1.1.33,근데 하도 요새 뉴스에 사건이 너무 많으,근데 하도 요새 뉴스에 사건이 너무 많으,SD2101844,93.04,96.14,
SDRW2100002056,SDRW2100002056.1.1.239,얼마 전에 뉴스 보니까 모텔 같은 경우도,얼마 전에 뉴스 보니까 모텔 같은 경우도,SD2101843,697.66898,701.62795,
SDRW2100002056,SDRW2100002056.1.1.308,진짜 수술하네 이런 게 뉴스에서 봐서,진짜 수술하네 이런 게 뉴스에서 봐서,SD2101843,901.66302,905.47899,
SDRW2100002057,SDRW2100002057.1.1.214,니 과가 너무 좋은 거야. 경제 재테크 를 할 수 있는,니 과가 너무 좋은 거야. 경제 재테크 를 할 수 있는,SD2101846,859.9,864.29096,
SDRW2100002058,SDRW2100002058.1.1.107,니가 너무 일찍 일어나니깐,니가 너무 일찍 일어나니깐,SD2101846,310.21899,312.551,
SDRW2100002058,SDRW2100002058.1.1.125,니가 뇌를 써야 하기 때문에 뇌도 쓰고 운동도 하잖아?,니가 뇌를 써야 하기 때문에 뇌도 쓰고 운동도 하잖아?,SD2101846,367.53295,372.40095,
SDRW2100002058,SDRW2100002058.1.1.188,니가 그런 튀김 종류나 그런 것도 먹었으면 좋겠어.,니가 그런 튀김 종류나 그런 것도 먹었으면 좋겠어.,SD2101846,563.373,566.84901,
SDRW2100002058,SDRW2100002058.1.1.273,그래서 엄마는 그런 거를 염려하는 거야. 니가 뭐 세 시간 하든,그래서 엄마는 그런 거를 염려하는 거야. 니가 뭐 세 시간 하든,SD2101846,848.76,853.20699,
SDRW2100002060,SDRW2100002060.1.1.148,그래. 오늘 엄마가 뉴스를 봤는데,그래. 오늘 엄마가 뉴스를 봤는데,SD2101846,557.57,560.149,
SDRW2100002061,SDRW2100002061.1.1.215,니 others1 막 이런 거 others2,-니- &others1& 막 이런 거 &others2&,SD2101848,705.59,708.66195,
SDRW2100002064,SDRW2100002064.1.1.132,좀 아닌 거 같아 그리고 요즘 뉴스나 티브이 같은 거 보면,쫌 아닌 거 같애 그리고 요즘 뉴스나 티비 같은 거 보면,SD2101848,326.4874,329.8034,
SDRW2100002071,SDRW2100002071.1.1.210,니가 왜 거기서 나와 이건 진짜 명곡인 거 같아.,니가 왜 거기서 나와 이건 진짜 명곡인 거 같애.,SD2101852,494.91999,498.04,
SDRW2100002071,SDRW2100002071.1.1.214,맞어 니가 왜 거기서 나와,맞어 니가 왜 거기서 나와,SD2101851,508.91,510.571,
SDRW2100002071,SDRW2100002071.1.1.252,그것도 그 사람 거라고 니가 어디서 나와 그것도 그거고,그것도 그 사람 거라고 니가 어디서 나와 그것도 그거고,SD2101851,599.60974,602.6,
SDRW2100002083,SDRW2100002083.1.1.155,이거 끝나면 난 뉴욕에 갈 거라고 그렇게 호언장담을 했는데 갑자기 코로나 터지면서 아무것도 못 하게 되니까,이거 끝나면 난 뉴욕에 갈 거라고 그렇게 호언장담을 했는데 갑자기 코로나 터지면서 아무것도 못 하게 되니까,SD2101859,597.03095,604.23,
SDRW2100002084,SDRW2100002084.1.1.7,오히려 그때 나는 가짜 뉴스가 있다고 생각을 못 했거든.,오히려 그때 나는 가짜 뉴쓰가 있다고 생각을 못 했거든.,SD2101860,16.169,20.84977,
SDRW2100002084,SDRW2100002084.1.1.11,그 팔로우가 분명히 뉴스에 관한 팔로우도 아니었고,그 팔로우가 분명히 뉴쓰에 관한 팔로우도 아니었고,SD2101860,28.95846,32.87,
SDRW2100002084,SDRW2100002084.1.1.17,그 사람들이 그걸로 이제 가짜 뉴스 같은 거를,그 사람들이 그걸로 이제 가짜 뉴쓰 같은 거를,SD2101860,52.33369,55.34,
SDRW2100002084,SDRW2100002084.1.1.38,가짜 뉴스 자체가 이제,가짜 뉴쓰 자체가 이제,SD2101859,115.96,118.25,
SDRW2100002084,SDRW2100002084.1.1.40,뭐 가짜 뉴스에 대한 징벌적 손해배상 이거에 있어서 나는,뭐 가짜 뉴스에 대한 징벌적 손해배상 이거에 있어서 나는,SD2101859,125.4,130.6,
SDRW2100002084,SDRW2100002084.1.1.46,이 사람이 고의로 가짜 뉴스를 했다라는 걸 어떻게 판명할 건지에 대해서 쪼금,이 사람이 고의로 가짜 뉴쓰를 했다라는 걸 어떻게 판명할 건지에 대해서 쪼금,SD2101859,150.56198,155.59001,
SDRW2100002084,SDRW2100002084.1.1.62,음 가짜 뉴스라고 생각 아니 인식을 못 할까봐,음 가짜 뉴쓰라고 생각 아이 인식을 못 할까봐,SD2101860,207.34001,211.69997,
SDRW2100002084,SDRW2100002084.1.1.71,그 가짜 뉴스로 인해서 인제 피해 입는 사람들이 분명히 있기 때문에 뭐 업체라든지 사람이라든지,그 가짜 뉴쓰로 인해서 인제 피해 입는 사람들이 분명히 있기 때문에 뭐 업체라던지 사람이라던지,SD2101860,241.50999,248.36385,
SDRW2100002084,SDRW2100002084.1.1.111,이런 가짜 뉴스나 뭐 마녀사냥 같은 것 때문에,이런 가짜 뉴쓰나 뭐 마녀사냥 같은 것 때문에,SD2101860,366.90662,370.56046,
SDRW2100002084,SDRW2100002084.1.1.142,가짜 뉴스인데 그걸 정말 진짜처럼 우리가 받아들일 수 있기 때문에,가짜 뉴쓰인데 그걸 정말 진짜처럼 우리가 받아들일 수 있기 때문에,SD2101860,459.479,464.86497,
SDRW2100002084,SDRW2100002084.1.1.148,내가 알아 보니까는 이제 뭐 다른 나라들의 가짜 뉴스에 대한 징벌적 손해배상이라고 해서 찾아봤었는데,내가 알아 보니까는 이제 뭐 다른 나라들의 가짜 뉴쓰에 대한 징벌적 손해배상이라고 해서 찾아봤었는데,SD2101859,478.959,486.27054,
SDRW2100002084,SDRW2100002084.1.1.155,가짜 뉴스 자체가 사회랑 국민에게 가하는 폭력이 너무 크다고는 하는데,가짜 뉴쓰 자체가 사회랑 국민에게 가하는 폭력이 너무 크다고는 하는데,SD2101859,504.999,511.33362,
SDRW2100002084,SDRW2100002084.1.1.163,명확하지 않다고 해야 되나 이 징벌적 손해배상 자체가 가짜 뉴스에 대한,명확하지 않다고 해야 되나 이 징벌적 손해배상 자체가 가짜 뉴쓰에 대한,SD2101859,537.24977,542.369,
SDRW2100002084,SDRW2100002084.1.1.174,가짜 뉴스 이 사람들 이게 진짜라고 믿는데 근데 또 아니래 이런 부분은 당연히 개선이 돼야 된다고 생각하지만,가짜 뉴쓰 이 사람들 이게 진짜라고 믿는데 근데 또 아니래 이런 부분은 당연히 개선이 돼야 된다고 생각하지만,SD2101859,566.05897,572.65794,
SDRW2100002084,SDRW2100002084.1.1.200,근데 이제 그게 가짜 뉴스일 확률이 높은 거지.,근데 이제 그게 가짜 뉴쓰일 확률이 높은 거지.,SD2101860,653.83815,658.24902,
SDRW2100002084,SDRW2100002084.1.1.273,표현의 자유는 있지만 가짜 뉴스가 없고 정말 정확한 정보를,표현의 자유는 있지만 가짜 뉴쓰가 없고 정말 정확한 정보를,SD2101860,870.13903,874.80823,
SDRW2100002086,SDRW2100002086.1.1.143,종아리 근육과 허벅지근육이 중요하다 니까,종아리 근육과 허벅지근육이 중요하다 니까,SD2101867,454.23,457.41297,
SDRW2100002090,SDRW2100002090.1.1.164,어 니가 엄마한테 녹음해준 엠피쓰리 화 파일로 음악을 듣잖아.,어 니가 엄마한테 녹음해준 엠피쓰리 -화- 파일로 음악을 듣잖아.,SD2101870,599.33903,605.19897,
SDRW2100002091,SDRW2100002091.1.1.47,엄마는 엄마보다 니가 훨씬 쉽게 할 줄 알았거든.,엄마는 엄마보다 니가 훨씬 쉽게 할 줄 알았거든.,SD2101870,143.73,147.73999,
SDRW2100002091,SDRW2100002091.1.1.48,니가 근력이 엄마보다 훨신 좋잖아.,니가 근력이 엄마보다 훨신 좋잖아.,SD2101870,148.09,150.42,
SDRW2100002091,SDRW2100002091.1.1.106,엄마도 그랬어. 니 나이에는 정말 먹고 싶은 것도 많고,엄마도 그랬어. 니 나이에는 정말 먹고 싶은 것도 많고,SD2101870,341.04899,345.20901,
